Context,Response,textblob_sentiment,textblob_polarity,textblob_subjectivity,transformer_sentiment,transformer_score
"It has deeply influenced me. I found myself constantly thinking too much about this situation, repeating the arguments in my mind. The tension was filled with it and it stressed my relationship with my friends.",It seems that this conflict has affected your mental health. Do you have the opportunity to express your feelings to your friends?,positive,0.15000000000000002,0.45833333333333337,,
"Yes, I feel that my relationships can also benefit from change. Although I have a group of friends who always support, sometimes I find it difficult to express my feelings and needs. I want to communicate more effectively and build more profound connections based on mutual understanding and sympathy.",It is praiseworthy when you realize the importance of healthy communication in your relationships. Learning to express emotions and needs is an important step to create more durable connections. Is there anything specific that you want to change in the way of communicating with others?,positive,0.23666666666666666,0.76,,
"Hey, I hope you're fine. Recently I really feel sad and stressed. Life seems to be too tolerant, you know?","Hello, I'm here for you. I am sorry to know that you are feeling depressed. Can you tell me more about what is happening recently?",neutral,0.038888888888888896,0.5666666666666667,,
"Yes, I really found a few nearby art studios that offer drawing classes for beginners. And I have heard about a photography workshop focusing on recording the beauty of nature. Both options seem interesting!",It is great that you have done some studies! Take the first steps to explore potential classes to show your commitment in creating a positive change in life. How do you feel when registering to join one of these classes and start your new hobby journey?,positive,0.20833333333333334,0.26666666666666666,,
Thank. I really appreciate your guidance and approach to your empathy. I pledged to make positive changes and regain my self -esteem. This is a brighter future and less stress.,"Nothing. I believe in the ability to recover and create a brighter future for myself. Believe in your journey and remember, I am always with you whenever you need assistance. Fair great jobs!",neutral,0.06515151515151515,0.234280303030303,POSITIVE,0.999797523021698
Thank. Your guidance and support has a great significance to me. I will try to contact my sister and share what is going on. I hope that this conversation and the steps I do will bring better health and more complete relationships.,"I am very happy to hear that. Remember, you are not alone in this journey. I am here to support you step by step on this road. Take the time you need and remember that small steps can lead to significant changes. Keep hope to live and take care of yourself. I look forward to hearing updated information about your progress.",positive,0.47500000000000003,0.5375,,
"I am afraid but still hope. It was scary to show my vulnerable aspect, but I realized that continuing to suffer this burden alone did not help me grow up. I have to believe that everything can become better.","The change may be scary, but it is usually a catalyst for personal development. Believe in your instinct, and remember that your own value beyond family conflicts. I'm here to support you, on every step.",negative,-0.275,0.725,,
"I think that setting achievements will help me integrate these strategies into my habit. Starting with small daily practice and gradually increasing the frequency and their duration will allow me to build a sustainable habit. In addition, having reminders or reminders throughout the day, such as stickers or phone alerts, will help me be responsible and go in the right direction with my worried management goals.","I am very happy that you are thinking of practical ways to combine these strategies. Set goals that can be achieved and used as a great strategy to establish consistency. Besides these techniques, the evaluation of your self -care methods can also be helpful. What are you taking care of your physical, emotional and mental health now?",neutral,0.039285714285714285,0.34761904761904766,,
"I think it is a repeated topic in my life, lasting from my childhood. My parents are busy with work and other responsibilities, and I often feel overlooked. When I grew up, it seems that I attract people who also prioritize other things than our relationship.","The patterns from our childhood will be applied to relationships as adults are normal. Sometimes, we accidentally seek those who can recreate those familiar motivations. Did you notice any specific pattern or similarities in people you are attracted?",neutral,-0.0375,0.2625,,
"Yes, that will be helpful. I am ready to try anything at this time. I just want to become a better parent and have a healthier relationship with my children.","It was a wonderful thought. Remember, you are not alone in this and there are experts trained to help. Find a therapist specializing in parenting and family motivation. Can I help you find a location in your area?",positive,0.35,0.5,,
"I thought about that but I was hesitant. I don't want to create a burden for someone about my problems. Moreover, talking about it only makes you more hurt, you know?",I understand your hesitation. Open and overcome pain may be a challenge but it is an important part of the healing process. Remember that therapists are always ready to listen and help you navigate these emotions. How do you feel when discovering the pain in a safe and non -judgment environment?,positive,0.25,0.75,,
"Thank you, for your understanding. The fear mainly stems from the constant arguments when we gather with our family. It feels like the smallest agent will cause a hostile and resentment chain reaction. I felt scared of family meetings, not knowing what would start another exciting exchange.",It seems that the unpredictable and intensity of these conflicts makes you feel uncomfortable. Can you remember any specific problems that stand out for you? Understanding models and activated factors can help clarify potential solutions.,positive,0.15555555555555556,0.48888888888888893,,
It sounds like a plan. I realize that taking care of myself and finding a healthy escape for my pain is essential. I will start by contacting an expert on sadness and discovering ways to commemorate my friend. Thank you for your instructions and support.,"Nothing. Remember, I'm always here because you are on every step. Do not hesitate to contact if you need further assistance. Healing at your own speed and knowing that healing is possible. Take care of yourself, both physically and mentally.",positive,0.25,0.4,,
"That is really what I have not discovered. I always believe in finding a solution by myself, but perhaps seeking support can bring me some valuable insights on stress -related solutions. Do you have any suggestions on where I can find such support?","Sure. There are many available resources to support individuals to solve stress related to work. You may consider contacting your career advisor, joining the support group or even participating in stress management seminars. Connecting with others is experiencing the same experience can be extremely helpful.",neutral,0.06666666666666667,0.3666666666666667,,
"Well, during the unemployment, I had the opportunity to ponder my previous work and evaluate where I wanted to go from here. I realize that this may be the motivation I need to discover new abilities and step out of my safety area. That gives me hope that I can find a job that is more suitable for my passion and value.",It was a great perspective. It is inspired to know how you have turned this difficult situation into an opportunity to develop. Have you started taking any steps to find a new job?,positive,0.25492424242424244,0.4678030303030303,POSITIVE,0.9938337802886963
"Hello, I hope you do well today. I want to talk about finding peace after breaking up.","Hello, I'm here to support you. Farewell may be a challenge, but I believe you have enough power to find peace in yourself. Can you tell me more about what you're going through?",neutral,0.0,0.0,,
"Sure. Since the breakup, I have always felt sad, angry and confused. It is difficult to understand everything and find a way to end. I find myself recalling the good times we have and wonder what happened. It is difficult to shake off these thoughts and move on.","It seems that he is experiencing a process of grief. Feeling a variety of emotions after breaking up is natural and interwoven between sadness, anger and confusion is completely understandable. Let's explore those emotions deeper. Do you think the most challenging aspect of dealing with these emotions is?",negative,-0.17142857142857143,0.884126984126984,,
"I often have difficulties with discipline. I am worried that I am too tolerant or too strict. And sometimes, I find it hard to balance my needs with the needs of my children. It was a constant juggling and I was not always sure whether I did it right or not.","Asking questions about your discipline approach is completely normal and finds difficulties to achieve balance. Parenting is a journey to learn and grow up, you can make mistakes during that journey. Have you tried discussing these concerns with other parents or looking for guidance from experts?",positive,0.12351190476190475,0.5749007936507936,,
I am ready to try anything at this time. I just want everything to be better. I constantly feel the heavy chest and it is difficult to find any joy in everyday life. I want to have a peaceful home and feel my family respect and understand me.,"I can feel your mental pain depth. It is understandable that you desire to feel peaceful and unite in the family. Focus on exploring some feasible solutions to improve your communication and create a more nurturing environment for you. A suggestion may be spending time for family meetings, where each member has an equal opportunity to express his thoughts and emotions in an organized and respected way. How does that idea resonate with you?",positive,0.10625000000000001,0.5166666666666666,,
"Yes, I considered that. I understand the importance of taking care of myself and contacting for assistance when needed. It is comfortable to know that there is always resources if I need it.","So great. Searching for support from others can provide additional views and guidance during challenges. Remember, you don't have to navigate this alone. Do you want to share anything else about the family conflict that you are experiencing?",positive,0.4,0.8,,
"Hello, I hope you are still healthy. Recently I felt a bit insecure and that has affected my ability to trust others. It is weighing on my mind and I think it would be helpful if I talked about it.","Hello, I'm very happy that you contacted. I am here to listen and provide support. It is completely normal to feel uneasy. Can you tell me more about what makes you feel like that?",neutral,0.0,0.5416666666666666,,
Sure. Writing diary is another way for me. It allows me to handle my thoughts and emotions safely and without judging.,Writing diary can be a powerful tool for you to ponder and express yourself. What is the benefits of your mental and emotional health?,positive,0.5,0.6944444444444444,,
I guess it would be harmful if trying. I just need to find a way out of this darkness.,"I am very happy that you are willing to seek support. Remember, you don't have to go through this alone. Opening and sharing your sad journey with those who have experienced loss can help you heal in astonishing. Let's find some resources and support networks that may be available to you.",neutral,0.0,0.0,,
"I thought about that, but it seemed that I couldn't understand what was happening. It seems that she has just changed, and I don't know how to approach this situation.",It seems that there are a number of potential reasons behind her behavior that she is not ready to share. Have you tried to express your interest and let her know that you are always with her?,neutral,0.0,0.0,,
"Greet ! I hope you do well today. I want to talk about something I am thinking recently. I feel a little worried about some recent conflicts between me and my friends. Even so, I still want to find a way to resolve these conflicts and eventually achieve success in maintaining healthy relationships.","Greet ! I am very happy that you have contacted to talk about this. It is normal to feel anxiety when a conflict with friends is normal, but it is important to remember that conflicts can also lead to more durable development and connection. What specific conflicts have you experienced?",positive,0.12250000000000001,0.3,,
"It's just that, I have put a lot of hope in this job, and now I'm here, I feel I can't match. I feel like I disappointed people.",I heard your disappointment and doubt. Grief often comes with a feeling of loss or expectations that are not met. Can you help me understand what you are grieving in detail?,negative,-0.75,0.75,,
"I feel both excited and cautious. The excitement because I can imagine the satisfaction that these hobbies will bring me, but be cautious because of the hidden fears in me. However, I am determined to overcome and receive unknown things.",I admire your determination. Experiencing many confused emotions when embarking on something is completely normal. Remember to treat yourself gently and celebrate every small achievement on the way. Do you want to set any specific goals or milestones to mark your progress in these new hobbies?,neutral,0.036111111111111115,0.561111111111111,,
"I still haven't given up, but the fear of disappointment and reject has prevented me from fulfilling any new hobby. I always want to try to play the record but I am worried that I will invest time and effort in it and feel rejected.","It is absolutely understandable to attend the recent experience. However, it is important to remind yourself that the refusal does not determine your value or ability. When you start a new hobby, have you considered finding a support community or searching for friendly resources with beginners can help reduce the fear of being denied?",negative,-0.2318181818181818,0.42727272727272725,,
"Yes, there are certainly factors that can take me back to that sad place. Sometimes, seeing couples in public or listening to songs reminds me of my ex. It is difficult to overcome these moments, but I am learning how to recognize my feelings and remind myself about the maturity and strength I have gained thanks to this experience.","It is great to know that you are recognizing these activated factors, because they admit they are an essential step in managing their impact. Remember, the healing takes time and the ups and downs in this process is normal. How are you dealing with these agents now when they arise?",neutral,-0.0976190476190476,0.47301587301587306,,
"I neglected my relationship with my loved ones. I am always distant and unreliable, prioritizing my addiction more than their needs. I was heartbroken to see how hurt myself was.",It seems that you are experiencing a deeply regret and pain when pondering about the addiction that has affected your relationships. What does fixing those relationships mean for you?,positive,0.3666666666666667,0.5499999999999999,,
"Just my anxiety always exists, making me doubt myself in social situations. I am worried that I am not a good friend, that somehow I betray them or not meet their expectations. It corrodes me from the inside.","I can understand how it can make you feel uncomfortable. It is important to remember that the feeling of anxiety and lack of confidence is common, especially when it comes to social interactions. Let's explore some situations that you feel like you are deceiving friends. Can you provide an example?",negative,-0.15833333333333333,0.33333333333333337,,
"Yes, I noticed that it tends to put others' needs above my needs. I often find myself too much investment in relationships and neglect my wishes and desires. This pattern made me feel dissatisfied and eventually led to heartbreaking. I believe that it is important for me to set up boundaries and priority for my happiness in the future.","Realizing such patterns are an important step forward. By acknowledging the need for boundaries and focusing on your needs, you are giving you the right to create healthier relationships in the future. To better understand the motivation in your relationship, can you share any experience from family life might have affected your love and suffering approach?",positive,0.26,0.325,,
"I have never thought about it before, but now when you mention it, it seems that this is a useful step should be done. There is a professional person instructing me during this journey that can give me a deep understanding and the tools I need.","I am very happy that you are open to this idea. The therapist can provide a safe and support space for you to discover your challenges, develop coping strategies and try to improve communication. Remember, seeking help is a sign of strength. Is there anything else in your mind that you want to solve today?",positive,0.13333333333333333,0.16666666666666666,,
I want to find happiness in myself and build a stronger support system.,It was a beautiful goal. Being aware of the importance of loving yourself and nourishing a powerful support system will definitely contribute to you. How do you feel about the family's role in supporting you during this time?,positive,0.7,0.2,,
"I think it returned to my childhood. I grew up with the feeling that I had never been good enough to receive my parents' affection. Whatever I do, I have never felt really loved or accepted. Now it is ingrained in me and I try to remove those emotions.","Childhood experiences can deeply impact our self -esteem, because they form our core beliefs about ourselves. It is important to remember that those beliefs can be removed and replaced by more powerful beliefs. Is there any positive moments or memories that you love this belief challenge?",positive,0.4666666666666666,0.6333333333333334,,
"I thought about that, but the idea of ​​opening to someone made me terrified. I am afraid they will judge me or confirm my belief that I'm not cute.","Feeling scared and vulnerable to seeking help is completely understandable. But remember, the appropriate therapist will create a safe space where you can be heard and understood without judging. Can you imagine how to connect to others and find what the real connection will be like?",negative,-0.425,0.95,,
"Well, everything started a few months ago. There are many conflicts in my group of friends. We used to be very close but recently stressed and disagreeed. It has affected my overall mood and health.","I understand, conflicts with friends can be quite difficult. It is important to solve these problems to restore harmony in your relationships. What specific has caused conflicts?",neutral,0.1,0.22999999999999998,,
"Hello, I hope you're fine. Recently I feel really depressed and I may need some instructions. I felt like I was having an obstacle and needed to make an important decision, but it seemed that I couldn't find the right path.","Hello, I'm here to support you. It seems like you are in a difficult place right now. Can you tell me more about the decision you are facing and the options you are considering?",positive,0.2604761904761904,0.49714285714285716,,
A little worried but also full of hope. I want everything to improve.,"It is completely normal to feel worried, but your hope is encouraging. It shows that you believe in the ability to change positively. Is there anything else weighing in your mind?",neutral,0.08124999999999999,0.525,,
My friend Emily is really kind. I think she will understand and be with me.,"It is great that you have a friend like Emily. Support friendship can provide emotional support we need. Remember, it is important to always be with those who support you.",positive,0.6,0.9,,
I think you're right. It is difficult to do that first step. What will happen if they react negatively to what I say?,"The concern of their reaction is natural, but remember that you are allowed to express your emotions and concerns. It would be helpful if you prepare what you want to say and approach the conversation with sympathy and understanding, instead of blaming or defending.",neutral,-0.06607142857142857,0.5672619047619047,,
"I know you are right, but it is easier to say. I was afraid that if I didn't stop working, I would fall back or lose my job. I cannot accept any risks at this time.","I can feel the fear and pressure he is going through. Concerns about work security is reasonable, especially in these uncertainty times. Is there any support system at your workplace or strategies that you can do to reduce some stress?",negative,-0.10476190476190476,0.4785714285714286,,
"Well, it's hard to explain exactly why I feel like that, but I think it comes from my insecurity about myself. Sometimes, I find it hard to believe that my partner really takes me.",I heard it. It seems that there are some potential issues that contribute to this jealousy. Can you think of any specific experiences or events that have caused these insecurities?,neutral,-0.03333333333333334,0.3833333333333333,,
It certainly shook my trust. Now I find myself asking questions about everything. It was hard to feel secure when the doubts were hovering in my mind.,"I get it. The suspicion may be flooded, but it is important to remember that you have the right to make beneficial choices for your health. What will make you feel safer?",positive,0.10753968253968253,0.5710317460317461,,
I thought about this but I was afraid of the wound recurrent or not received the answer I needed. It was like a risk that I hesitated to accept.,"Feeling scared and insecure is natural. But sometimes, an open and honest conversation can bring the results you want. Do you want to guide how to approach this conversation?",negative,-0.6,0.9,,
"Recently, things seem to be happening not as desired in my life. I lost my job, my relationship ended and I didn't seem to be able to find any joy in anything else. I was trapped in this disappointment and suffering cycle never ending.",It seems that he is now carrying a great burden. Losing jobs and ending a relationship may be an extremely difficult challenge. How did these experiences affect your self -value awareness?,positive,0.10000000000000002,0.29500000000000004,NEGATIVE,0.9995668530464172
I tried to repeat it a few times but it seemed to go anywhere. They don't seem to see the potential in me or understand how much I want to learn and promote.,It was frustrated when the efforts to convey our needs encountered indifference or indifference. Have you considered discovering opportunities outside your current company?,neutral,0.0,0.43333333333333335,,
"Thank. I really appreciate your support and instructions. Currently, I have no specific questions, but I'm sure that when I continue this journey, new knowledge and challenges will appear. I will definitely contact when needed. I am grateful to this conversation and the opportunity to develop.","Nothing. Remember, I'm always here to support you whenever you need to discuss anything. The willingness to develop and face your challenge directly is praiseworthy. I fully believe in your ability to overcome these addictive trends. Take care of yourself and until the next lesson, be kind to yourself and always strong.",positive,0.13939393939393938,0.4280723905723906,,
", I think we have mentioned a lot today and I feel hope and motivation to embark on this journey. Thank you for your instructions and support. I am looking forward to our next session.","Nothing. I am very happy to know you are feeling full of hope and motivation. It is fun to work with you today and I am very happy to continue supporting you on this change path. Remember, I'm always here because you are on every step. Tell you and I will meet you next time.",neutral,0.0,0.0,,
"To be honest, I played it safely. I am doing a job from 9 am to 5 am to pay the bills, but my heart still yearn for something more than that. I have not really done any specific steps towards my dream.","It is understandable that he wants stability. However, it is important to acknowledge your desire about something more satisfied. Have you discovered any ability to integrate passion for music into the present life?",positive,0.3,0.445,,
"It's just that everyone around me seems to have understood it all, you know? They have a successful career, happy relationships and consciousness about the purpose. Meanwhile, I feel deadlocked and overwhelmed by the demands of life.","It can be understood that seeing others develop can increase the feeling of deprivation. But remember, each person's journey is unique. Focus on your own path. What is specific is increasing the pressure you are feeling?",positive,0.775,0.975,,
"It was a good question. I believe that there is a team of support and guidance surroundings from experienced experts in the art industry will be very important. Collaborating with artists who have the same passion for me as well as constantly seeking feedback from visitors will help me maintain the quality and authenticity that I always strive to achieve. In addition, continuing learning and personal development will be essential in resolving possible challenges.","Your deep insights are really noticeable. Recognizing the importance of cooperation and seeking guidance from people who have the same passion for you is a wise approach. By being ready to learn and adapt, you are preparing for yourself the continuous success in your artistic display journey. I am curious, how will you imagine this dream that will affect other areas of your life, such as your overall relationships and health?",positive,0.2525,0.5697916666666667,,
"I hope, that they will respond with sympathy and understanding. I believe that if I can convey my emotions effectively and share the desire to improve our relationship, they can realize the importance of our friendship and ready to solve everything. I just expect the connection of love and the feeling of solidarity again.","It is a beautiful desire. It is clear that you appreciate these friendships and the connection you have shared in the past. Approaching them with sympathy and vulnerability will increase their ability to respond with kindness. It is important to remember that conflict is often an opportunity to develop and understand more deeply. Are you ready to take the first step and start this conversation, guided by love and desire to solve?",positive,0.43333333333333335,0.6333333333333333,,
"I believe that compassion for myself begins by acknowledging my maturity and acknowledging that I am no longer a human being like before. By admitting my regret and responsible for my actions, I can start the healing process. In addition, I think it is necessary to expand the kindness and understanding of others, as a way to revise my past behavior.","It is a great view. By recognizing your maturity and taking responsibility for your actions, you are on the way towards healing. Expanding kindness and understanding for others are a good way to modify and create positive spread effects. When you navigate this process, I am curious, what challenges will you predict for on the journey of healing and compassion for yourself?",neutral,-0.012499999999999997,0.475,,
"It feels like nothing is okay. I woke up every morning with this fear and it followed me all day. My work is exhausted and I no longer find any satisfaction in it. Above all, my relationship with my husband and wife was so worse that divorce seems to be the only option.",", it will probably be extremely difficult to experience such a deep feeling of dissatisfaction in many aspects of life. I was curious, have you ever spent time pondering what your ideal life would be like? What will your dream come true?",neutral,-0.06000000000000001,0.58,NEGATIVE,0.999610960483551
"Sure! I often find myself stumbling in my words in social gatherings. Just like I had a lot of things to say, but when that time came, it was all messy in my mind. In the end, I felt ashamed and that made me suspect myself.",I appreciate that you share that. It seems that you are creating a great pressure on yourself in those situations. Have you ever tried to explore why you feel perfect in communication? Understanding the deep cause can help us find a way to improve your self -esteem.,positive,0.15277777777777776,0.4518518518518519,,
"Well, I find it difficult to let go and move forward. The memories that just appeared in my mind, I felt like I was trapped in the past. How can I escape this cycle?","The retention of memories is completely normal, especially when they are an important part of your life. However, the escape from the vicious cycle includes positive creation of new experiences and focusing on self -development. Have you considered discovering new hobbies or reviewing old hobbies?",negative,-0.31666666666666665,0.4166666666666667,NEGATIVE,0.9923834204673767
"A prominent incident in my mind. I should have attended a social meeting, but when that day was close, my anxiety increased. Thoughts of being assessed, awkward in society and saying something wrong have destroyed me. Finally, I canceled the last minute, making my friends again disappointed again. After that, they stopped inviting me to attend events and I could not help but blame myself.","It can be understood why you feel responsible for the tension in your relationships, especially when the anxiety dominates. However, it is important not to completely blame yourself. Anxiety is a complex condition that requires understanding and compassion. In moments like this, do you consider finding support or assistance from experts?",negative,-0.1880952380952381,0.6833333333333333,,
"Sure. I am immersed in my passion for photography. Recording beautiful moments and expressing myself through art is a therapeutic exit for me. It helps me adjust my emotions in a positive way, reminding me that there are still respectable things in life, even when the heart broke.",Surprisingly knowing that photography has become a source of comfort for you. Artistic expression can often convey emotions that are hard to express. It provides a way out to ponder and heal. Are you doing anything else to take care of yourself in this challenging time?,positive,0.5193181818181818,0.7335858585858586,POSITIVE,0.9986616373062134
"Yes, I used to like to play the guitar. I think that picking it up not only helps me distract myself but also brings creative opportunities to express my emotions.","It sounds a great plan. Music has a way to heal and connect to our emotions. It is great that you are directed your energy on something positive. In addition to therapeutic interventions and interests, have you considered building a network of support of close friends or family members?",positive,0.25,1.0,,
I also took a long walk in nature. Surrounded by beautiful scenery helps my mind calm down and help me to be alert. It was like a restarting button for my soul.,Nature has a way to soothe our souls. It is great that you have realized its effects on your health. Did you notice any positive changes in your mood or level of stress after implementing these coping strategies?,positive,0.23611111111111113,0.6097222222222222,,
"Hello, I hope you do well today. I want to talk about something that makes me bother recently. You see, I am struggling with my self -esteem and it is affecting many different aspects in my life. I couldn't help but feel that I was not good enough for those I loved and that was wearing me. I could not escape this feeling of deprivation and it made me wonder if I deserve to be loved or not.","Hello, thank you for trusting me with your feelings. It is necessary to have great power to acknowledge and face these emotions. I'm here to support you during this journey. Can you explain something more about what has caused these poor thoughts? Understanding the root cause can help us solve the problem more effectively.",positive,0.2214285714285714,0.5785714285714285,,
", recently I have experienced a breakup, and that is difficult. I really feel lost to my emotions and that affects my ability to focus on my work and manage my money appropriately.",I am sorry to know about your farewell. Farewell may be a challenge and the loss of connection then is completely normal. It seems that this mental pain is manifested in different areas in your life. Let's try to find some solutions together. Did you notice any specific model or situation that causes a sense of paralysis and worries about this financial?,positive,0.2,0.5700000000000001,,
It sounds a promising approach. I am tired of allowing inner critics to determine myself. How to start challenging these negative beliefs and nurturing compassion for yourself?,"One technique you can try is to adjust your negative thoughts. When the inner criticism arises, ask yourself: ""Is this thought based on evidence or is it simply the product of my insecurity?"" By asking questions about the authenticity of these thoughts, you give yourself a space to see the situation from a more kind of kindness and reality.",neutral,0.0,0.5533333333333333,,
It is really difficult. I felt denied and lonely. They are my best friends and now it seems they are turning away from me. I just don't understand what happened.,Absolutely understand why you feel like that. It is difficult when our expectations of friendship are not met. Have you tried to talk to your friends about your feelings?,positive,0.13333333333333333,0.6666666666666666,,
Now that's just that. I appreciate your support and instructions.,"Nothing. It's fun to be here for you. Remember, you are not alone in this journey. I am always here to support you. Please care and contact whenever you need it.",neutral,0.0,0.0,,
Everything seemed like a whirlpool down. I cannot escape sadness.,"I understand that the feeling now does not seem to end, but remember that you are not alone in this journey. We can work together to find out the escape. Can you try to identify specific situations or events that make you feel more depressed?",negative,-0.15555555555555559,0.2888888888888889,,
"I think now, it includes it. Thank you for listening. I appreciate your guidance and support.","Nothing. It is honored to be here with you in this journey. Remember, I'm here for you whenever you need to talk. Take care and continue to nourish that hope in you.",neutral,0.0,0.0,,
I will do that. Thank you for helping me to see my value. I am determined to improve my self -esteem and rebuild the relationship with my family.,"It is great to hear that. I have faith in your own and healing journey. Remember, I'm always here because you are on every step.",neutral,0.0,0.0,,
"I didn't think about it that way. I often put others first, but maybe it's time for me to show my love and kindness.",Exactly. You deserve to be treated with love and kindness like you for others. Can you take some small actions to nurture your self -esteem?,positive,0.375,0.4666666666666667,,
I feel disgusting myself too. I can't help but consider myself a failure in every aspect of life.,"Hey, I am really happy because you contacted me. Remember, you are not alone. We all go through difficult times. Can you tell me more why you feel disgusted and like a failure?",negative,-0.6583333333333333,0.65,,
Thank. I appreciate your support and instructions during this challenge. I am ready to take the first steps to heal.,"I am always here to support you on every journey. Remember, healing is a journey, and with time and support, you will find a way to overcome pain. Is there anything else you want to share or discuss today?",positive,0.225,0.41666666666666663,,
It helps me realize when I am reacting from a fearful place than reality. I am learning how to communicate my insecurity to my loved ones so that they can better understand my reaction.,Communication is the key. Expression of your weaknesses can create a deeper connection with your loved ones. Do you find it difficult to open up about your insecurities?,neutral,0.09999999999999998,0.7666666666666666,,
"Thank. For me, you are willing to listen very much. I touched the bottom and I couldn't continue like this anymore. I felt trapped in a self -destructive cycle, and it was tearing me. I don't want to be controlled by my addiction anymore.",", the fact that you are willing to face your situation is a significant step forward. The fact that you want to escape this vicious cycle is a testament to your strength. Can you tell me more about what you have experienced recently?",neutral,-0.0725,0.40249999999999997,,
Thank you again. I am grateful for your trust for me. I will definitely continue to build my self -esteem and I will contact if I need any more instructions throughout the journey.,"Nothing. I am always here because you are on every step. Take care of yourself and remember to celebrate your progress, no matter how small. Believe in yourself and remember that you deserve to be loved and accepted. Have a great day ahead!",positive,0.25,0.5,,
"Yes, I definitely had to face the previous anxiety, especially when there were major changes in life. Previously, I realized that performing a small step and splitting the challenge into the tasks that can be managed will help me cope. But this time, the pressure became even more intense and made it difficult for me to think wisely.",It seems that the intensity of this situation is affecting the ability to access it with your usual coping strategies. That can definitely increase your anxiety. Is there any specific thoughts or scripts that make you feel worried about this new job?,neutral,0.03791666666666667,0.6133333333333333,,
"Mostly tense and lonely have caused my addiction. Whenever I feel overloaded or lost, I look for addictive substances to deal with.",It is necessary to have the courage to recognize those factors. Stress and loneliness are the common causes of many people struggling with addiction. Let's find out more about your loneliness. Do you have the local support system?,negative,-0.14444444444444443,0.7000000000000001,,
"To be honest, I have ups and downs, but in general I feel optimistic. I know that this breakup is the best and I look forward to the opportunities ahead. I am focusing on my personal development and taking care of myself.",It is great to hear that. It is important to prioritize yourself during this time. Can you rely on your support system to help you overcome the breakup?,positive,0.4125,0.5,,
"Yes, that's right. I appreciate your explanation. It is comfortable to know that we will set goals and consider progress during implementation. I feel more comfortable knowing that the consulting process will be adjusted according to my needs. I am very happy to start this journey with you and find success in my healing process.","I am very happy to hear that. It is important that you feel comfortable and supported throughout the consulting process. I am also very excited when we started this journey together. Remember, you are not alone in this and I am here to provide instructions, understanding and empathy on every step. Please cherish the excitement you feel and try to look for the healing and success you deserve.",positive,0.48095238095238096,0.605952380952381,,
"I think I always struggled with my sense of myself. I have never felt really recognized or appreciated by others. And these substances give me a sense of confidence and confirmation of this mistake, even for a moment.",It seems that you have longed for and confirmed for a long time. Does anyone in your life show you true support and understanding?,positive,0.2,0.15000000000000002,,
"I will remember that. It would be a challenge, but I was willing to try. Perhaps through painting, I can reconnect to my true self, separate from my relationship.","I believe in your strength. It is necessary to have the courage to face directly with your insecurity and find ways to nourish your self -esteem. Remember, I'm here to support you during this journey and together, we can strive to build a healthier relationship with ourselves.",positive,0.3,0.7,,
"Sure. One of the biggest problems is lack of communication. We all talk, but we never really listen to each other. Those are just complaints, accusations and constant misunderstandings. This communication interrupt only causes more stress and causes conflicts to continue.","It sounds like a crack in communication is an important factor contributing to the conflicts in your family. When the listening art is lost, finding common points or understanding each other's views will become more difficult. Have you tried to express your emotions and interests to family members calmly and asserted?",positive,0.12916666666666668,0.549537037037037,,
"I have tried! I guarantee a short -term rest of the day, practice deep breathing exercises and participate in my favorite activities outside working hours. But sometimes, I feel like I don't have enough time to recharge and take care of myself.","A lot of strength and recovery need to prioritize taking care of themselves, especially when the work needs seem to never end. , tell me, the balance between work and life for you is like? What dream do you have about a healthier relationship with work?",neutral,0.1,0.45,,
I think it is important to practice self -care and set boundaries with others. Treating myself and prioritizing my needs is what I need to make efforts.,"Take care of yourself and set boundaries are important aspects in building self -esteem. In the end, what is what you really love in yourself, even if they are very small? Focus on positive aspects.",positive,0.4,1.0,,
"Well, I'm on my own journey of discovering myself, trying to find my own path and purpose. And in the midst of many challenges, I began to realize that my biggest dream was gradually becoming a reality.",How wonderful! It is extremely strong when witnessing our dreams formed. Can you tell me more about your dream?,positive,0.5375,0.8375,,
"Recently I have a strangely confused feeling. On the one hand, I yearn for peace and tranquility, but on the other hand, there is a hidden conflict in me that I seem to be unable to shake off.","Hello, thank you for contacting and opening up your emotions. It is not uncommon for such contradictory emotions, especially in sad times. Can you tell me more about what has caused this conflict in you?",negative,-0.23833333333333334,0.43166666666666664,NEGATIVE,0.9760253429412842
"I have, but sometimes I feel like I am a burden for them with my permanent sadness. I don't want to depose others with my own pain.",It is essential to realize that your emotions are grounded. You can rely on your loved ones in difficult times. Have you considered finding professional assistance to overcome this pain yet?,positive,0.6,1.0,,
"Thank. I appreciate your support and encouragement. I believe that when I continue to promote my strengths, discover my passion and nourish myself, my confidence and self -esteem will develop. I know that I deserve a full and successful career.","You absolutely can do it! Please receive your journey with love and compassion for yourself. Memories of each step forward, no matter how small. Always remember that you deserve success and happiness. Do you still want to discover anything else related to your self -esteem and career concern?",positive,0.55,0.75,,
Not now. I am grateful for this opportunity to vent my confession and explore solutions. Talking to you has brought me a sense of hope and new motivation to resolve our marriage and resolve family conflicts. Thank you for being here for me.,"Nothing. Remember that you are not alone in this journey. I am always here because you are on every step. Together, we will overcome these challenges and nurture a stronger, happier marriage. Take care and maintain motivation.",positive,0.13636363636363635,0.45454545454545453,,
